network,station,latitude,longitude,depth
CE,24851,34.07000,-118.34600,-0.065
CE,24852,34.02450,-118.28530,-0.055
CE,24853,34.07740,-118.28650,-0.083
CE,24855,34.41350,-118.79660,-0.211
CE,24856,34.18480,-118.88510,-0.22
CE,24856,34.18490,-118.88510,-0.22
CE,24857,34.18620,-118.92960,-0.195
CE,24857,34.18620,-118.92960,-0.195
CE,24858,34.14070,-118.87610,-0.296
CE,24859,34.18110,-118.76100,-0.325
CE,24860,34.27100,-118.73610,-0.28
CE,24860,34.27100,-118.73600,-0.28
CE,24861,34.26230,-118.67020,-0.316
CE,24863,34.22390,-118.99490,-0.042
CE,24864,34.25650,-118.99580,-0.091
CE,24865,34.13850,-118.36510,-0.18
CE,24866,34.19330,-118.54840,-0.225
CE,24909,34.02940,-118.43530,-0.042
CE,24941,34.01740,-118.14680,-0.056
CE,24943,34.17210,-118.28910,-0.171
CE,24944,34.23020,-118.25280,-0.479
CE,24944,34.23020,-118.25280,-0.479
CE,24945,34.16320,-118.25540,-0.174
CE,24945,34.16320,-118.25540,-0.174
CE,24946,34.17330,-118.22850,-0.248
CE,24947,34.17990,-118.33660,-0.183
CE,24965,34.57020,-118.03010,-0.808
CE,24967,34.60340,-118.18210,-0.825
CE,24967,34.60190,-118.18200,-0.825
CE,24970,34.00730,-118.43660,-0.033
CE,24977,34.04110,-118.24780,-0.075
CE,24978,34.04370,-118.44280,-0.069
CE,24979,34.02890,-118.40870,-0.038
CE,24980,34.05570,-118.27390,-0.091
CE,24981,34.16760,-118.37880,-0.192
CE,24981,34.16800,-118.37900,-0.192
CE,24982,34.10030,-118.28780,-0.126
CE,24982,34.10000,-118.28800,-0.126
CE,24983,34.05070,-118.38400,-0.04
CE,24984,34.02120,-118.32510,-0.037
CE,24987,34.01250,-118.25700,-0.062
CE,25029,34.74850,-119.13400,-1.66
CE,25051,34.84070,-119.06810,-1.707
CE,25091,34.42290,-119.85310,-0.002
CE,25130,34.17540,-119.22570,-0.002
CE,25131,34.15070,-119.19800,-0.002
CE,25132,34.35330,-119.06010,-0.08
CE,25133,34.27030,-119.18050,-0.062
CE,25133,34.27030,-119.18040,-0.062
CE,25135,34.18640,-119.17870,-0.011
CE,25147,34.11250,-119.11930,-0.001
CE,25148,34.10890,-119.06580,-0.427
CE,25169,34.01520,-119.36350,-0.045
CE,25246,34.22900,-119.17500,-0.023
CE,25282,34.20820,-119.07970,-0.021
CE,25282,34.20820,-119.07970,-0.021
CE,25325,34.24340,-119.19360,-0.021
CE,25340,34.27640,-119.29440,-0.016
CE,25340,34.27640,-119.29440,-0.016
CE,25392,34.41500,-119.84720,-0.014
CE,25423,34.43830,-119.75540,-0.053
CE,25423,34.43900,-119.75600,-0.053
CE,25657,34.85750,-119.20990,-1.899
CE,25782,34.43000,-119.72400,-0.044
CE,25782,34.43010,-119.72450,-0.044
CE,25854,34.44830,-119.23100,-0.232
CE,25854,34.44820,-119.23100,-0.232
CE,25902,34.17940,-119.46960,0.098
CE,25969,34.21500,-119.15730,-0.023
NP,262,34.57804,-118.11392,-0.81
CE,26334,34.96730,-120.42610,-0.069
CE,26456,34.63830,-120.45690,-0.031
CE,26472,34.95010,-120.41230,-0.073
CE,26693,34.86440,-120.44370,-0.107
CE,26971,34.51890,-120.32890,-0.183
CE,26971,34.51900,-120.32800,-0.183
NP,283,34.42444,-119.70236,-0.024
NP,283,34.42444,-119.70236,-0.024
NP,286,32.95477,-115.82430,-0.218
NP,286,32.95477,-115.82430,-0.218
CE,32076,35.97120,-116.27120,-0.488
CE,32207,35.27140,-116.67410,-0.744
CE,33083,35.00330,-117.65050,-0.747
CE,33083,35.00330,-117.65060,-0.747
CE,34093,35.06970,-118.17590,-0.865
CE,34095,35.22500,-118.56500,-0.769
CE,34095,35.22530,-118.56660,-0.769
CE,34349,35.61560,-118.47840,-0.754
CE,35078,35.36640,-119.92390,-0.747
CE,35078,35.36640,-119.92390,-0.747
CE,35078,35.36640,-119.92390,-0.747
CE,35110,35.26300,-119.81560,-0.695
CE,35110,35.26300,-119.81560,-0.695
CE,35110,35.26300,-119.81560,-0.695
CE,35219,35.40340,-119.45030,-0.084
CE,35342,35.26070,-119.82020,-0.669
CE,35342,35.26070,-119.82020,-0.669
CE,35342,35.26070,-119.82020,-0.669
CE,35365,35.35510,-119.05590,-0.118
CE,35511,35.05860,-119.08380,-0.149
CE,35511,35.05860,-119.08380,-0.149
CE,35695,35.59490,-119.35290,-0.097
CE,36014,35.30390,-120.02220,-0.64
CE,36014,35.30390,-120.02220,-0.64
CE,36014,35.30390,-120.02220,-0.64
CE,36138,35.89850,-120.43310,-0.465
CE,36153,35.20800,-120.45700,-0.168
CE,36153,35.20830,-120.46020,-0.168
CE,36227,35.69110,-120.33390,-0.338
CE,36316,35.61470,-120.65700,-0.246
CE,36317,35.46380,-120.65080,-0.299
CE,36529,35.87800,-120.35870,-0.491
CE,36712,35.55600,-120.72220,-0.264
CE,36712,35.55600,-120.72000,-0.264
CE,37313,35.68430,-121.16720,-0.467
CE,37737,35.59320,-121.12500,-0.007
NP,412,32.78060,-115.56810,0.009
CE,42079,36.50360,-116.87020,0.033
CE,43080,36.99620,-117.36620,-0.684
CE,43158,36.22810,-117.96990,-1.149
CE,44015,36.60070,-118.06050,-1.143
CE,44015,36.60070,-118.06050,-1.143
CE,44367,36.27900,-118.00710,-1.115
CE,46173,36.39440,-120.98280,-0.512
CE,46314,36.50310,-120.32100,-0.09
CE,46314,36.50300,-120.32000,-0.09
NP,464,32.80005,-115.47463,0.012
CE,47006,36.97300,-121.56800,-0.068
CE,47006,36.97290,-121.56900,-0.068
CE,47125,36.97300,-121.95300,-0.006
CE,47125,36.97400,-121.95360,-0.006
CE,47125,36.97410,-121.95370,-0.006
CE,47126,36.84530,-121.53690,-0.067
CE,47126,36.84590,-121.53600,-0.067
CE,47136,36.25200,-121.78200,-0.107
CE,47136,36.25220,-121.78310,-0.107
CE,47179,36.67150,-121.64320,-0.015
CE,47179,36.67100,-121.64200,-0.015
CE,47216,36.80690,-121.77930,-0.009
CE,47232,36.20680,-121.13220,-0.091
CE,47236,36.57200,-121.18400,-0.444
CE,47236,36.57170,-121.18540,-0.444
CE,47380,36.98130,-121.55690,-0.056
CE,47381,36.98720,-121.53690,-0.048
CE,47405,36.59910,-121.86150,-0.011
CE,47405,36.59900,-121.86150,-0.011
CE,47460,36.32120,-121.24430,-0.085
CE,47499,36.50770,-121.44270,-0.041
CE,47524,36.84830,-121.39730,-0.089
CE,47750,36.97150,-121.91030,-0.034
CE,47762,36.69730,-121.63420,-0.008
NP,482,34.08490,-118.15001,-0.149
NP,5028,32.82900,-115.50535,0.019
NP,5029,34.61725,-118.28497,-0.955
NP,5030,34.52149,-117.99099,-0.856
NP,5030,34.52149,-117.99099,-0.856
NP,5030,34.52149,-117.99099,-0.856
NP,5030,34.52149,-117.99099,-0.856
NP,5031,34.44356,-117.85255,-1.136
NP,5034,34.32332,-117.56542,-1.491
NP,5036,34.19260,-117.42744,-0.618
NP,5036,34.19260,-117.42744,-0.618
NP,5036,34.19260,-117.42744,-0.618
NP,5036,34.19260,-117.42744,-0.614
NP,5037,34.00473,-117.22403,-0.59
NP,5044,33.60757,-116.45406,-1.282
NP,5044,33.60757,-116.45406,-1.279
NP,5051,32.92922,-115.70061,-0.018
NP,5051,32.92922,-115.70061,-0.021
NP,5053,32.66950,-115.49250,-0.002
NP,5053,32.66950,-115.49250,-0.001
NP,5053,32.66950,-115.49250,-0.002
NP,5053,32.66950,-115.49250,-0.002
NP,5054,32.69323,-115.33819,-0.009
NP,5054,32.69323,-115.33819,-0.009
NP,5054,32.69323,-115.33819,-0.009
NP,5055,32.81141,-115.37860,0.002
NP,5056,32.95977,-115.32021,0.003
NP,5057,32.89413,-115.38142,0.019
NP,5058,32.75172,-115.59516,0.006
NP,5058,32.75172,-115.59516,0.006
NP,5060,32.99100,-115.51280,0.04
NP,5061,33.12660,-115.51590,0.055
NP,5062,33.17747,-115.61564,0.064
NP,5062,33.17747,-115.61564,0.064
NP,5062,33.17747,-115.61564,0.064
NP,5062,33.17747,-115.61564,0.064
NP,5068,33.81679,-116.39454,-0.069
NP,5069,33.92520,-116.39025,-0.436
NP,5071,34.04856,-116.57816,-0.783
NP,5072,33.98986,-116.65630,-0.674
NP,5073,33.91761,-116.78329,-0.556
NP,5073,33.91761,-116.78329,-0.552
NP,5075,34.08850,-116.92056,-1.624
NP,5076,34.07951,-117.04483,-0.84
NP,5080,34.07834,-118.69391,-0.413
NP,5080,34.07834,-118.69391,-0.413
NP,5080,34.07834,-118.69391,-0.183
NP,5080,34.07834,-118.69391,-0.413
NP,5080,34.07834,-118.69391,-0.413
NP,5081,34.08377,-118.59900,-0.203
NP,5081,34.08377,-118.59900,-0.203
NP,5081,34.08377,-118.59900,-0.203
NP,5081,34.08377,-118.59900,-0.203
NP,5082,34.05271,-118.45253,-0.097
NP,5106,33.77674,-118.11899,-0.024
NP,5106,33.77674,-118.11899,-0.024
NP,5106,33.77674,-118.11899,-0.024
NP,5106,33.77648,-118.11545,-0.024
NP,5106,33.77674,-118.11899,-0.024
NP,5106,33.77674,-118.11899,-0.024
NP,5106,33.77674,-118.11899,-0.024
NP,5106,33.77674,-118.11899,-0.024
NP,5106,33.77674,-118.11899,-0.024
NP,5160,33.55589,-116.67453,-1.201
NP,5160,33.55589,-116.67453,-1.2
NP,5161,34.13622,-117.21352,-0.415
NP,5161,34.13622,-117.21352,-0.412
NP,5162,34.07018,-117.12112,-0.539
NP,5164,34.10922,-117.78362,-0.329
NP,5164,34.11428,-117.77923,-0.334
NP,5220,33.19373,-116.32890,-0.225
NP,5220,33.19373,-116.32890,-0.222
NP,5221,33.38215,-116.68976,-1.271
NP,5223,33.57783,-116.58987,-1.449
NP,5229,34.04872,-117.25124,-0.356
NP,5229,34.05016,-117.25001,-0.352
NP,5229,34.05016,-117.25001,-0.352
NP,5230,33.56809,-116.51176,-1.387
NP,5231,33.45931,-116.64423,-1.331
NP,5231,33.45931,-116.64423,-1.331
NP,5232,33.70770,-116.71740,-1.429
NP,5232,33.70770,-116.71740,-1.44
NP,5233,34.05225,-118.26372,-0.104
NP,5233,34.05225,-118.26372,-0.104
NP,5233,34.05225,-118.26372,-0.104
NP,5241,33.51237,-116.80035,-1.043
NP,5241,33.51237,-116.80035,-1.043
NP,5241,33.51237,-116.80035,-1.043
NP,5243,33.89538,-118.37678,-0.022
NP,5245,34.10605,-117.28870,-0.316
NP,5246,33.61828,-117.87945,-0.055
NP,5265,34.23504,-117.40751,-0.753
NP,5270,33.57218,-116.07718,0.057
NP,5271,33.35262,-115.73325,0.096
NP,5271,33.35262,-115.73325,0.096
NP,5271,33.35262,-115.73325,0.096
NP,5271,33.35262,-115.73325,0.096
NP,5272,32.70810,-115.09256,-0.038
NP,5272,32.70810,-115.09256,-0.038
NP,5275,33.91997,-117.32060,-0.505
NP,5275,33.91997,-117.32060,-0.505
NP,5281,33.65587,-117.85963,-0.017
NP,5281,33.65587,-117.85963,-0.017
NP,5281,33.65587,-117.85963,-0.017
NP,5282,34.36013,-117.63026,-1.799
NP,5282,34.36010,-117.63030,-1.799
NP,5285,33.59993,-117.86686,-0.045
NP,5286,33.65831,-117.93196,-0.03
NP,5287,33.67795,-117.87015,-0.017
NP,5288,33.69729,-118.02485,-0.001
NP,5288,33.69729,-118.02485,-0.001
NP,5288,33.69729,-118.02485,-0.001
NP,5288,33.69729,-118.02485,-0.001
NP,5289,33.82176,-116.96836,-0.461
NP,5289,33.82176,-116.96836,-0.462
NP,5294,33.74624,-116.21630,0.001
NP,5295,33.92461,-116.54775,-0.27
NP,5296,34.13665,-118.12847,-0.232
NP,5296,34.13665,-118.12847,-0.232
NP,5300,34.11053,-117.09860,-0.609
NP,5300,34.11054,-117.09854,-0.592
NP,5326,34.10500,-117.28270,-0.309
NP,5327,34.16521,-117.28855,-0.398
NP,5328,34.04690,-117.27700,-0.349
NP,5329,34.06908,-117.27572,-0.31
NP,5329,34.06908,-117.27572,-0.312
NP,5330,34.10348,-117.34895,-0.364
NP,5330,34.10348,-117.34895,-0.364
NP,5331,34.16633,-117.25111,-0.49
NP,5336,34.14492,-117.21876,-0.437
NP,5336,34.14492,-117.21876,-0.438
NP,5337,34.14003,-117.29392,-0.364
NP,5337,34.14003,-117.29392,-0.364
NP,5337,34.14003,-117.29390,-0.364
NP,5337,34.14003,-117.29392,-0.364
NP,5337,34.14003,-117.29392,-0.363
NP,5337,34.14003,-117.29392,-0.364
NP,5339,34.09182,-117.29019,-0.305
NP,5339,34.09182,-117.29019,-0.306
NP,5341,34.05802,-117.30492,-0.288
NP,5371,34.20588,-117.36710,-0.567
NP,5371,34.20588,-117.36710,-0.567
NP,5371,34.20588,-117.36710,-0.567
NP,5371,34.20588,-117.36710,-0.566
NP,5371,34.20588,-117.36710,-0.567
NP,5373,34.12288,-117.28792,-0.338
NP,5373,34.12288,-117.28792,-0.339
NP,5375,33.15569,-116.16790,-0.117
NP,5375,33.15569,-116.16790,-0.115
NP,5375,33.15569,-116.16790,-0.117
NP,5375,33.15569,-116.16790,-0.117
NP,5396,34.07287,-118.17741,-0.202
NP,5396,34.07287,-118.17741,-0.201
NP,5399,33.94382,-118.41390,-0.004
NP,5402,34.07618,-118.39590,-0.039
NP,5402,34.07618,-118.39590,-0.039
NP,5402,34.07618,-118.39590,-0.039
NP,5402,34.07618,-118.39590,-0.039
NP,5403,34.39697,-119.29874,-0.124
NP,5403,34.39697,-119.29874,-0.124
NP,5403,34.39697,-119.29874,-0.124
NP,5403,34.39697,-119.29874,-0.124
NP,5406,34.24108,-118.52927,-0.269
NP,5407,34.13692,-118.12620,-0.233
NP,5407,34.13692,-118.12620,-0.233
NP,5407,34.13692,-118.12620,-0.233
NP,5409,34.23396,-117.48244,-0.84
NP,5409,34.23396,-117.48244,-0.84
NP,5409,34.23396,-117.48244,-0.84
NP,5409,34.23396,-117.48244,-0.84
NP,5409,34.23396,-117.48244,-0.839
CE,54099,37.61410,-118.83330,-2.165
NP,5411,33.83066,-118.32888,-0.027
NP,5413,32.86157,-115.52688,0.024
CE,54171,37.35830,-118.39620,-1.265
NP,5419,35.64906,-117.66187,-0.69
NP,5420,34.81993,-118.94537,-1.412
NP,5421,34.13065,-118.49205,-0.41
NP,5421,34.13065,-118.49205,-0.411
NP,5422,34.18504,-118.44698,-0.216
NP,5422,34.18504,-118.44698,-0.216
NP,5422,34.18504,-118.44698,-0.215
NP,5422,34.18504,-118.44698,-0.216
NP,5422,34.18504,-118.44698,-0.216
NP,5423,34.30878,-118.44791,-0.384
NP,5423,34.30878,-118.44791,-0.385
NP,5424,34.19301,-118.51030,-0.222
NP,5424,34.19301,-118.51030,-0.223
NP,5425,34.27718,-118.55965,-0.362
NP,5425,34.27718,-118.55965,-0.362
NP,5425,34.27718,-118.55965,-0.362
NP,5426,34.28972,-118.50108,-0.352
NP,5426,34.28972,-118.50108,-0.351
NP,5427,34.17291,-118.54935,-0.243
NP,5428,34.24739,-118.60345,-0.285
NP,5429,33.90386,-118.24532,-0.027
NP,5429,33.90386,-118.24532,-0.026
NP,5430,33.19814,-117.37824,-0.025
NP,5430,33.19814,-117.37824,-0.025
NP,5430,33.19814,-117.37824,-0.025
NP,5430,33.19814,-117.37824,-0.026
NP,5430,33.19814,-117.37824,-0.025
NP,5431,34.21860,-118.86804,-0.249
NP,5431,34.21860,-118.86804,-0.249
NP,5431,34.21860,-118.86804,-0.249
NP,5431,34.21860,-118.86804,-0.249
NP,5431,34.21860,-118.86804,-0.247
NP,5432,34.26944,-118.78273,-0.237
NP,5432,34.26944,-118.78273,-0.233
CE,54332,37.64300,-118.96210,-2.389
NP,5434,34.08480,-118.86379,-0.413
NP,5434,34.08480,-118.86379,-0.413
NP,5434,34.08480,-118.86379,-0.413
NP,5434,34.08480,-118.86379,-0.412
NP,5434,34.08480,-118.86379,-0.413
NP,5435,33.91677,-116.38979,-0.408
NP,5435,33.91677,-116.38979,-0.405
NP,5438,34.08681,-117.31149,-0.323
NP,5439,34.05453,-118.23646,-0.085
NP,5439,34.05453,-118.23646,-0.085
NP,5440,32.87514,-117.22977,-0.098
NP,5442,34.04905,-116.94032,-1.533
NP,5442,34.04905,-116.94032,-1.533
NP,5442,34.04905,-116.94032,-1.533
NP,5442,34.04905,-116.94032,-1.533
CE,54428,37.66220,-118.39860,-1.389
NP,5443,33.84447,-116.31079,-0.188
NP,5444,33.63461,-116.09534,0.01
NP,5444,33.63461,-116.09534,0.01
NP,5444,33.63461,-116.09534,0.01
NP,5444,33.63461,-116.09534,0.01
NP,5449,33.74861,-117.87501,-0.033
CE,54517,37.58890,-118.70640,-2.088
NP,5471,34.19988,-118.36201,-0.222
NP,5476,34.23488,-118.67558,-0.585
NP,5477,34.05374,-118.23968,-0.087
NP,5479,34.05034,-117.27737,-0.326
NP,5479,34.05034,-117.27737,-0.328
NP,5480,34.70312,-118.42573,-0.942
NP,5480,34.70312,-118.42573,-0.942
NP,5481,34.59930,-118.45375,-0.918
NP,5481,34.59930,-118.45375,-0.918
NP,5481,34.59930,-118.45375,-0.918
NP,5481,34.59930,-118.45375,-0.918
NP,5482,32.73717,-115.99438,-0.118
NP,5485,34.05504,-118.46187,-0.104
NP,5489,32.65876,-116.09995,-0.888
NP,5490,32.68091,-115.69101,0.001
NP,5491,32.82288,-116.52931,-1.129
NP,5491,32.82288,-116.52931,-1.129
NP,5492,34.20011,-118.36044,-0.223
NP,5492,34.20011,-118.36044,-0.223
NP,5492,34.20011,-118.36044,-0.223
NP,5493,32.82224,-116.52967,-1.138
NP,5493,32.82224,-116.52967,-1.138
NP,5493,32.82224,-116.52967,-1.137
NP,5493,32.82224,-116.52967,-1.138
CE,54933,37.58790,-118.70460,-0.619
NP,5494,32.95861,-116.57937,-1.486
NP,5494,32.95861,-116.57937,-1.486
NP,5494,32.95861,-116.57937,-1.486
NP,5495,33.23326,-116.76020,-0.842
NP,5496,33.28842,-116.96169,-0.302
NP,5496,33.28842,-116.96169,-0.297
NP,5498,33.87316,-117.12102,-0.414
NP,5499,33.94046,-118.42066,-0.03
NP,5499,33.94046,-118.42066,-0.03
CE,55157,37.86110,-119.10270,-2.176
CE,55429,37.78310,-119.07300,-2.323
CE,56071,37.28880,-120.45580,-0.053
CE,57007,37.04650,-121.80390,-0.36
CE,57011,37.66590,-121.03670,-0.023
CE,57031,37.39250,-121.95480,-0.001
CE,57064,37.53000,-121.91900,-0.093
CE,57064,37.53000,-121.92030,-0.093
CE,57203,37.03550,-121.57140,-0.065
CE,57218,37.22430,-121.74140,-0.077
CE,57307,37.74430,-121.93610,-0.115
CE,57307,37.74400,-121.93500,-0.115
CE,57370,37.29030,-121.76400,-0.139
CE,57382,37.00100,-121.52200,-0.052
CE,57382,37.00000,-121.52190,-0.052
CE,57383,37.02540,-121.48480,-0.329
CE,57383,37.02600,-121.48400,-0.329
CE,57384,37.50880,-121.96120,-0.009
CE,57425,37.03230,-121.43510,-0.318
CE,57425,37.03300,-121.43400,-0.318
CE,57431,37.52380,-121.94900,-0.019
CE,57431,37.52400,-121.94900,-0.019
CE,57444,37.77120,-121.99470,-0.181
CE,57458,37.76650,-121.42180,-0.005
CE,57475,37.75570,-121.95890,-0.133
CE,57475,37.75580,-121.95890,-0.133
CE,57528,37.75300,-121.77300,-0.192
CE,57528,37.75330,-121.77410,-0.192
CE,57534,37.91190,-121.62190,-0.005
CE,57600,37.32900,-121.93780,-0.035
CE,57600,37.32910,-121.93770,-0.035
CE,57950,37.46820,-121.92780,-0.003
CE,58131,37.78940,-122.42980,-0.084
CE,58132,37.77850,-122.51410,-0.024
CE,58163,37.80720,-122.36230,-0.008
CE,58163,37.80700,-122.36100,-0.008
CE,58198,37.80720,-122.47610,-0.054
CE,58209,37.87850,-122.18500,-0.144
CE,58211,37.84790,-122.16150,-0.191
CE,58215,37.58400,-122.31700,-0.002
CE,58215,37.58280,-122.32040,-0.002
CE,58219,37.65690,-122.06160,-0.137
CE,58219,37.65690,-122.06100,-0.137
CE,58238,37.70540,-122.46810,-0.085
CE,58295,37.84800,-122.22800,-0.153
CE,58295,37.84810,-122.22900,-0.153
CE,58306,37.76250,-122.45560,-0.153
CE,58306,37.76300,-122.45500,-0.153
CE,58339,37.69710,-122.08020,-0.053
CE,58340,37.71520,-122.02770,-0.219
CE,58346,37.67990,-122.12590,-0.011
CE,58347,37.67470,-122.10780,-0.018
CE,58349,37.69500,-122.11300,-0.013
CE,58349,37.69500,-122.11180,-0.013
CE,58362,37.89950,-122.17060,-0.283
CE,58368,37.98060,-122.27100,-0.034
CE,58369,37.91470,-122.01680,-0.052
CE,58376,37.62330,-122.13030,-0.002
CE,58378,37.48410,-122.31420,-0.118
CE,58388,37.56630,-122.05170,-0.005
CE,58393,37.65660,-122.08360,-0.022
CE,58395,37.59250,-122.38100,-0.017
CE,58406,37.62600,-122.05020,-0.004
CE,58407,37.66560,-122.12650,-0.009
CE,58409,37.70950,-122.09140,-0.077
CE,58418,37.62520,-122.09200,-0.005
CE,58422,37.92620,-122.38550,-0.005
CE,58423,37.78080,-122.17470,-0.081
CE,58442,37.85630,-122.12410,-0.286
CE,58463,37.80970,-122.28060,-0.009
CE,58467,37.97270,-122.06090,-0.008
CE,58471,37.87610,-122.25050,-0.255
CE,58505,37.93550,-122.34340,-0.016
CE,58539,37.67500,-122.39010,-0.025
CE,58558,37.97830,-122.32980,-0.063
CE,58619,37.53020,-122.26750,-0.003
CE,58642,37.82520,-122.37410,-0.002
CE,58653,37.67000,-122.09000,-0.027
CE,58653,37.67040,-122.08740,-0.027
CE,58665,37.53490,-122.03000,-0.006
CE,58665,37.53530,-122.03100,-0.006
CE,58790,37.82060,-122.23540,-0.041
CE,58932,37.82130,-122.32060,-0.002
CE,58964,37.35840,-122.39750,-0.028
NP,638,34.06273,-118.46321,-0.136
CE,65097,38.51460,-119.47980,-1.649
NP,655,34.31092,-118.49670,-0.363
NP,655,34.31313,-118.49918,-0.363
NP,655,34.31092,-118.49670,-0.363
NP,655,34.31092,-118.49670,-0.363
NP,655,34.31313,-118.49918,-0.363
NP,655,34.31092,-118.49670,-0.363
NP,655,34.31092,-118.49670,-0.363
NP,655,34.31092,-118.49670,-0.363
CE,67910,38.03000,-121.75000,0.004
CE,67910,38.04340,-121.75190,0.004
CE,67942,38.57360,-121.50150,-0.005
CE,68035,38.91220,-122.76570,-0.71
CE,68150,38.27040,-122.27740,-0.006
CE,68310,38.12160,-122.27510,-0.006
CE,68676,38.47050,-122.72720,-0.045
CE,68797,38.34720,-122.71340,-0.029
NP,707,33.84904,-117.45483,-0.424
NP,709,34.04863,-118.11205,-0.156
NP,710,33.77415,-118.32162,-0.098
NP,720,33.58269,-117.07174,-0.452
NP,757,34.09657,-118.47959,-0.266
CE,76140,39.58500,-120.36970,-1.515
CE,78521,39.21150,-122.01510,-0.017
NP,804,33.97693,-118.03642,-0.098
NP,804,33.97693,-118.03642,-0.098
NP,804,33.97693,-118.03642,-0.098
NP,804,33.97693,-118.03642,-0.098
CE,87053,40.24770,-121.14540,-1.373
CE,89101,40.32500,-124.28770,-0.037
CE,89255,40.59220,-124.14630,-0.016
CE,89462,40.50360,-124.10100,-0.043
CE,89509,40.80200,-124.14800,-0.007
CE,89509,40.80130,-124.14900,-0.007
CE,89734,40.81870,-124.16560,-0.001
CE,89781,40.78340,-124.14350,-0.035
NP,931,32.71772,-115.63791,0.006
NP,955,32.86194,-115.43257,0.029
CE,99640,41.13700,-124.15100,-0.072
CI,ABL,34.84843,-119.22496,-1.974
CI,ABL,34.84845,-119.22497,-1.975
CI,ABL,34.84845,-119.22497,-1.975
CI,ABL,34.84843,-119.22496,-1.974
CI,ABL,34.84843,-119.22496,-1.974
CI,ABL,34.84843,-119.22496,-1.974
CI,ABL,34.84843,-119.22496,-1.974
CI,ABL,34.84843,-119.22496,-1.975
CI,ABL,34.84843,-119.22496,-1.975
CI,ABL,34.84843,-119.22496,-1.974
CI,ACP,32.95460,-116.30338,-0.392
CI,ACP,32.95460,-116.30338,-0.392
CI,ACP,32.95460,-116.30338,-0.392
CI,ACP,32.95460,-116.30338,-0.392
CI,ACP,32.95460,-116.30338,-0.392
CI,ACP,32.95460,-116.30338,-0.392
CI,ACP,32.95460,-116.30338,-0.392
CI,ADL,34.55581,-117.41804,-0.868
CI,ADO,34.55046,-117.43391,-0.908
CI,ADO,34.55046,-117.43391,-0.908
CI,ADO,34.55046,-117.43391,-0.908
CI,ADO,34.55046,-117.43391,-0.908
CI,ADO,34.55046,-117.43391,-0.908
CI,ADO,34.55046,-117.43391,-0.908
CI,ADO,34.55046,-117.43391,-0.908
CI,ADO,34.55046,-117.43391,-0.908
NP,ADS2,38.77446,-122.69974,-0.43
NP,ADSP,38.77421,-122.70561,-0.466
NC,AFD,38.94596,-120.96897,-0.505
CI,AGA,33.63838,-116.40110,-0.809
CI,AGA,33.63838,-116.40110,-0.809
CI,AGA,33.63838,-116.40110,-0.809
CI,AGA,33.63838,-116.40110,-0.809
CI,AGA,33.63838,-116.40110,-0.809
CI,AGA,33.63838,-116.40110,-0.809
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGM,32.84474,-114.78425,-0.324
CI,AGO,34.14647,-118.76699,-0.259
CI,AGO,34.14647,-118.76699,-0.259
CI,AGO,34.14647,-118.76699,-0.259
CI,AGO,34.14647,-118.76699,-0.259
CI,ALP,34.68708,-118.29946,-0.753
CI,ALP,34.68708,-118.29946,-0.753
CI,ALP,34.68708,-118.29946,-0.753
CI,ALP,34.68708,-118.29946,-0.753
CI,ALP,34.68708,-118.29946,-0.753
CI,ALP,34.68708,-118.29946,-0.753
CI,ALP,34.68708,-118.29946,-0.753
CI,ALP,34.68708,-118.29946,-0.753
CI,ALV,35.06172,-116.62887,-0.64
SN,AMD,36.45260,-116.28180,-0.775
CI,AMS,33.14140,-115.25493,-0.148
ZY,APBC,32.62890,-115.24850,-2.239
CI,APL,35.34149,-116.87464,-0.959
CI,APL,35.34149,-116.87464,-0.959
ZY,AQUA,33.93201,-116.38024,-0.458
ZY,AQUA,33.93201,-116.38024,-0.458
CI,ARB,34.00431,-117.60540,-0.221
CI,ARB,34.00431,-117.60540,-0.221
PG,ARD,35.46316,-120.97833,-0.091
CI,ARG,36.08370,-117.48060,-2.5
CI,ARG,36.08370,-117.48060,-2.5
CI,ARG,36.08370,-117.48060,-2.5
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
CI,ARV,35.12690,-118.83009,-0.258
AZ,ASBS,33.62080,-116.46640,-1.4
CI,ASP,35.86114,-119.38511,-0.064
CI,ASP,35.86114,-119.38511,-0.064
